Class ID,Preferred Label,Synonyms,Definitions,API parent label,API parent combined definitions,API parent description,http://purl.org/dc/elements/1.1/description,http://www.w3.org/2000/01/rdf-schema#comment
http://purl.obolibrary.org/obo/PATO_0070060,quality of interaction of a substance with electromagnetic radiation,,"A quality of a substance on which or through which electromagnetic radiation impinges or traverses with respect to radiation. This substance quality changes the quality of the incident radiation with respect to any of: intensity, direction, scatter and wavelength.",quality of a substance,A quality inhering in a bearer by virtue of its constitution. ; ,A quality inhering in a bearer by virtue of its constitution.,,
http://purl.obolibrary.org/obo/ENVO_01001749,wind storm,,An atmospheric storm during which winds flow with increased rates.,atmospheric storm,An atmospheric storm is a process in which a portion of an astronomical body's atmosphere is strongly perturbed from its prevaling weather. ; ,An atmospheric storm is a process in which a portion of an astronomical body's atmosphere is strongly perturbed from its prevaling weather.,,
http://purl.obolibrary.org/obo/ENVO_00002019,brackish water,,Water which has a higher salinity than fresh water but a lower salinity than marine water.,saline water,,Water which contains a significant concentration of dissolved salts.,,
http://purl.obolibrary.org/obo/CHEBI_33485,chalcogen oxoanion,chalcogen oxoanions|chalcogen oxoanion,,oxoanion,,An oxoanion is an anion derived from an oxoacid by loss of hydron(s) bound to oxygen.,,
http://purl.obolibrary.org/obo/ENVO_01000742,carbon-bearing gas emission process,carbon emission process,A carbon emission process is any environmental process which outputs a carbon-bearing gas.|Requested for SDGIO. Likely to be revised.,hydrocarbon gas emission process,A gas emission process during which a portion of hydrocarbon gas is transported into the atmosphere. ; ,A gas emission process during which a portion of hydrocarbon gas is transported into the atmosphere.,,Requested for SDGIO. Likely to be revised.
http://purl.obolibrary.org/obo/CHEBI_25944,pesticide,,,application,,Intended use of the molecular entity or part thereof by humans.,,
http://purl.obolibrary.org/obo/CHEBI_35193,tetraterpene,,,terpene,,A hydrocarbon of biological origin having carbon skeleton formally derived from isoprene [CH2=C(CH3)CH=CH2].,,
http://purl.obolibrary.org/obo/NCBITaxon_32524,Amniota,amniotes,,Tetrapoda,,,,
http://purl.obolibrary.org/obo/CHEBI_25741,oxide,oxides|oxide,An oxide is a chemical compound of oxygen with other chemical elements.,heteroatomic molecular entity,,A molecular entity consisting of two or more chemical elements.,,
http://purl.obolibrary.org/obo/CL_0000000,CL_0000000,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000532,covered pit latrine,,A covered pit latrine is a building which comprises a pit latrine sheltered by an outhouse.,covered latrine,A covered latrine is a building which comprises a latrine sheltered by an outhouse. ; ,A covered latrine is a building which comprises a latrine sheltered by an outhouse.,,
http://purl.obolibrary.org/obo/ENVO_01000055,obsolete marine bulk water,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_2881377,Pseudanabaenales,,,Cyanobacteria,,,,
http://purl.obolibrary.org/obo/NCBITaxon_3954,Combretaceae,Indian almond family,,Myrtales,,,,
http://purl.obolibrary.org/obo/ENVO_02500003,atmospheric process,,A process which occurs within an atmosphere.|This class will be populated by inference and is primarily organisational.,environmental system process,,A process in which includes the components of an environmental system as participants.,,This class will be populated by inference and is primarily organisational.
http://purl.obolibrary.org/obo/CHEBI_18248,iron atom,iron|hierro|ferrum|fer|Iron|Fe|Eisen|26Fe|iron,An iron group element atom that has atomic number 26.,iron group element atom,,,,
http://purl.obolibrary.org/obo/FOODON_03310387,oil,,"SIREN DB annotation:
* has quality 'liquid, high viscosity, with no visible particles' (http://purl.obolibrary.org/obo/FOODON_03430139)
* derives from 'fat or oil' (http://purl.obolibrary.org/obo/FOODON_03420190)
                ",lipid food product,,A lipid food product is a food product made primarily of plant or animal fat or oil,,"SIREN DB annotation:
* has quality 'liquid, high viscosity, with no visible particles' (http://purl.obolibrary.org/obo/FOODON_03430139)
* derives from 'fat or oil' (http://purl.obolibrary.org/obo/FOODON_03420190)
                "
http://purl.obolibrary.org/obo/ENVO_02000060,obsolete apple cider,cider,,,,,,
http://purl.obolibrary.org/obo/FOODON_00001867,food dressing product,,,food product component,,"A food product which normally exists as an ingredient to another food product, rather than eaten on its own, and is more complex than a chemical food component.",,
http://purl.obolibrary.org/obo/ENVO_00002141,leachate,,"The liquid produced when water percolates through any permeable material. It can contain either dissolved or suspended material, or usually both.",liquid water,An environmental material primarily composed of dihydrogen oxide in its liquid form. ; ,An environmental material primarily composed of dihydrogen oxide in its liquid form.,,
http://purl.obolibrary.org/obo/ENVO_01000409,freshwater littoral zone,fringing wetland,"A freshwater littoral zone is a littoral zone which extends offshore from the shore of a freshwater body of water to the limit of occupancy of rooted plants.|The littoral zone may form a narrow or broad fringing wetland, with extensive areas of aquatic plants sorted by their tolerance to different water depths. Typically, four zones are recognized, from higher to lower on the shore: wooded wetland, wet meadow, marsh and aquatic vegetation.  Keddy, P.A. 2010. Wetland Ecology: Principles and Conservation (2nd edition). Cambridge University Press, Cambridge, UK. Chapter 2.",littoral zone,"An aquatic environment which is the part of a sea, lake, or river that is close to the shore. ; ","An aquatic environment which is the part of a sea, lake, or river that is close to the shore.",,"The littoral zone may form a narrow or broad fringing wetland, with extensive areas of aquatic plants sorted by their tolerance to different water depths. Typically, four zones are recognized, from higher to lower on the shore: wooded wetland, wet meadow, marsh and aquatic vegetation.  Keddy, P.A. 2010. Wetland Ecology: Principles and Conservation (2nd edition). Cambridge University Press, Cambridge, UK. Chapter 2."
